numero_processo,numero_cnj,classe_codigo,classe_nome,orgao_julgador,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,link_consulta
50591260520144047000,5059126-05.2014.4.04.7000,417,Apelação Criminal,Vice-Presidência,2021-07-20,2024-09-24T06:30:05.813Z,133,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50591260520144047000&selOrigem=TRF&chkMostrarBaixados=1
50591692920204047000,5059169-29.2020.4.04.7000,417,Apelação Criminal,Vice-Presidência,2023-08-23,2026-05-08T09:36:55.940000Z,122,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50591692920204047000&selOrigem=TRF&chkMostrarBaixados=1
50591736620204047000,5059173-66.2020.4.04.7000,417,Apelação Criminal,Vice-Presidência,2022-09-30,2025-09-14T10:51:20.377Z,46,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50591736620204047000&selOrigem=TRF&chkMostrarBaixados=1
50592556820184047000,5059255-68.2018.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2020-03-09,2025-08-01T20:51:13.542Z,29,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50592556820184047000&selOrigem=TRF&chkMostrarBaixados=1
50595613720184047000,5059561-37.2018.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2018-05-09,2024-08-30T01:27:40.798Z,42,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50595613720184047000&selOrigem=TRF&chkMostrarBaixados=1
50595622220184047000,5059562-22.2018.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2015-01-30,2025-06-03T19:30:23.377Z,215,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50595622220184047000&selOrigem=TRF&chkMostrarBaixados=1
50597254120144047000,5059725-41.2014.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2016-05-05,2021-07-23T13:45:22.656000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50597254120144047000&selOrigem=TRF&chkMostrarBaixados=1
50599511220154047000,5059951-12.2015.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-10-13,2022-06-05T00:01:28.432000Z,67,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50599511220154047000&selOrigem=TRF&chkMostrarBaixados=1
50600386520154047000,5060038-65.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2018-04-26,2024-09-23T11:50:02.362Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50600386520154047000&selOrigem=TRF&chkMostrarBaixados=1
50601073420144047000,5060107-34.2014.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2016-05-02,2021-07-21T09:18:31.795000Z,53,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50601073420144047000&selOrigem=TRF&chkMostrarBaixados=1
50603688620204047000,5060368-86.2020.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2021-11-04,2024-09-23T19:10:16.769Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50603688620204047000&selOrigem=TRF&chkMostrarBaixados=1
50604250220234047000,5060425-02.2023.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2024-01-15,2024-08-12T03:02:13.178000Z,33,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50604250220234047000&selOrigem=TRF&chkMostrarBaixados=1
50604884220144047000,5060488-42.2014.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2016-08-10,2025-04-25T02:51:18.736Z,26,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50604884220144047000&selOrigem=TRF&chkMostrarBaixados=1
50605499720144047000,5060549-97.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2016-05-23,2021-07-24T02:22:05.411000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50605499720144047000&selOrigem=TRF&chkMostrarBaixados=1
50605876020244047000,5060587-60.2024.4.04.7000,417,Apelação Criminal,GAB 71 Des Federal ANGELO ROBERTO ILHA DA SILVA,2026-07-21,2026-08-03T07:57:57.233000Z,4,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50605876020244047000&selOrigem=TRF&chkMostrarBaixados=1
50607612120144047000,5060761-21.2014.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-03-22,2021-07-23T11:25:21.459000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50607612120144047000&selOrigem=TRF&chkMostrarBaixados=1
50608645720164047000,5060864-57.2016.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2017-10-02,2021-07-09T18:49:17.104000Z,77,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50608645720164047000&selOrigem=TRF&chkMostrarBaixados=1
50612114620234047000,5061211-46.2023.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2024-12-06,2025-03-20T05:50:02.754Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50612114620234047000&selOrigem=TRF&chkMostrarBaixados=1
50615785120154047000,5061578-51.2015.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-11-14,2025-06-03T19:20:53.515Z,342,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50615785120154047000&selOrigem=TRF&chkMostrarBaixados=1
50618472720144047000,5061847-27.2014.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2016-04-26,2025-04-24T19:24:07.276Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50618472720144047000&selOrigem=TRF&chkMostrarBaixados=1
50622860420154047000,5062286-04.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2018-11-05,2025-04-24T21:59:51.524Z,80,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50622860420154047000&selOrigem=TRF&chkMostrarBaixados=1
50624656920144047000,5062465-69.2014.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2017-07-28,2021-07-10T12:14:47.088000Z,26,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50624656920144047000&selOrigem=TRF&chkMostrarBaixados=1
50625763820234047000,5062576-38.2023.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2023-11-30,2025-04-24T17:55:45.850Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50625763820234047000&selOrigem=TRF&chkMostrarBaixados=1
50628916620234047000,5062891-66.2023.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2024-11-25,2026-06-03T10:58:54.276000Z,44,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50628916620234047000&selOrigem=TRF&chkMostrarBaixados=1
50629266520194047000,5062926-65.2019.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2022-08-09,2025-06-15T10:20:33.084Z,39,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50629266520194047000&selOrigem=TRF&chkMostrarBaixados=1
50640330820234047000,5064033-08.2023.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2024-04-25,2025-04-04T20:35:41.134Z,33,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50640330820234047000&selOrigem=TRF&chkMostrarBaixados=1
50642592820144047000,5064259-28.2014.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2014-10-01,2021-07-21T04:25:41.550000Z,45,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50642592820144047000&selOrigem=TRF&chkMostrarBaixados=1
50646793320144047000,5064679-33.2014.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2017-08-03,2025-04-24T06:23:33.366Z,79,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50646793320144047000&selOrigem=TRF&chkMostrarBaixados=1
50657758320144047000,5065775-83.2014.4.04.7000,417,Apelação Criminal,Vice-Presidência,2021-09-28,2024-09-21T16:32:40.724Z,60,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50657758320144047000&selOrigem=TRF&chkMostrarBaixados=1
50657869720234047000,5065786-97.2023.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2025-04-15,2025-10-19T00:56:15.827Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50657869720234047000&selOrigem=TRF&chkMostrarBaixados=1
50678420620234047000,5067842-06.2023.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2025-02-27,2025-03-25T06:50:16.700Z,4,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50678420620234047000&selOrigem=TRF&chkMostrarBaixados=1
50680535720144047000,5068053-57.2014.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2017-06-02,2025-06-14T22:11:19.023Z,80,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50680535720144047000&selOrigem=TRF&chkMostrarBaixados=1
50681629520194047000,5068162-95.2019.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2024-02-15,2026-09-11T03:51:04.449000Z,16,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50681629520194047000&selOrigem=TRF&chkMostrarBaixados=1
50697406920144047000,5069740-69.2014.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2015-07-17,2021-07-23T10:12:35.827000Z,37,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50697406920144047000&selOrigem=TRF&chkMostrarBaixados=1
50702359820234047000,5070235-98.2023.4.04.7000,417,Apelação Criminal,VicePresidencia,2026-05-14,2026-09-11T08:13:39.849000Z,47,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50702359820234047000&selOrigem=TRF&chkMostrarBaixados=1
50708205320234047000,5070820-53.2023.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2024-06-18,2024-11-12T07:37:16.255Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50708205320234047000&selOrigem=TRF&chkMostrarBaixados=1
50708657220144047000,5070865-72.2014.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-08-17,2021-07-21T10:58:53.090000Z,45,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50708657220144047000&selOrigem=TRF&chkMostrarBaixados=1
50713662620144047000,5071366-26.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2016-06-09,2024-08-30T05:48:18.753Z,102,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50713662620144047000&selOrigem=TRF&chkMostrarBaixados=1
50714251420144047000,5071425-14.2014.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2014-10-30,2021-07-24T02:37:25.451000Z,14,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50714251420144047000&selOrigem=TRF&chkMostrarBaixados=1
50736406020144047000,5073640-60.2014.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2016-07-05,2021-07-23T23:09:47.681000Z,26,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50736406020144047000&selOrigem=TRF&chkMostrarBaixados=1
50737230320194047000,5073723-03.2019.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2021-11-17,2024-08-30T19:21:23.373Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50737230320194047000&selOrigem=TRF&chkMostrarBaixados=1
50750495620234047000,5075049-56.2023.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2026-02-06,2026-05-07T23:31:54.699000Z,4,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50750495620234047000&selOrigem=TRF&chkMostrarBaixados=1
50752274420194047000,5075227-44.2019.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2024-03-31,2026-09-11T03:50:54.721000Z,14,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50752274420194047000&selOrigem=TRF&chkMostrarBaixados=1
50757120520234047000,5075712-05.2023.4.04.7000,417,Apelação Criminal,VicePresidencia,2025-01-10,2026-09-13T00:31:53.560000Z,43,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50757120520234047000&selOrigem=TRF&chkMostrarBaixados=1
50764627520214047000,5076462-75.2021.4.04.7000,417,Apelação Criminal,Vice-Presidência,2023-06-12,2026-05-08T08:45:38.062000Z,80,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50764627520214047000&selOrigem=TRF&chkMostrarBaixados=1
50771741220144047000,5077174-12.2014.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2016-03-22,2021-07-23T11:27:50.478000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50771741220144047000&selOrigem=TRF&chkMostrarBaixados=1
50772623520234047000,5077262-35.2023.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2024-12-09,2025-11-16T04:15:51.652Z,35,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50772623520234047000&selOrigem=TRF&chkMostrarBaixados=1
50773143120234047000,5077314-31.2023.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-04-07,2026-09-11T06:06:37.778000Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50773143120234047000&selOrigem=TRF&chkMostrarBaixados=1
50774200820144047000,5077420-08.2014.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2016-05-27,2021-07-12T15:08:22.911000Z,42,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50774200820144047000&selOrigem=TRF&chkMostrarBaixados=1
50778175220234047000,5077817-52.2023.4.04.7000,417,Apelação Criminal,GAB 71 Des Federal ANGELO ROBERTO ILHA DA SILVA,2026-07-08,2026-08-02T17:33:29.396000Z,12,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50778175220234047000&selOrigem=TRF&chkMostrarBaixados=1
50778313620234047000,5077831-36.2023.4.04.7000,417,Apelação Criminal,GAB 81 Des Federal LORACI FLORES DE LIMA,2026-08-10,2026-09-11T14:16:47.133000Z,18,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50778313620234047000&selOrigem=TRF&chkMostrarBaixados=1
50784975220144047000,5078497-52.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-02-01,2025-04-25T03:30:03.116Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50784975220144047000&selOrigem=TRF&chkMostrarBaixados=1
50785599220144047000,5078559-92.2014.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal ANA PAULA DE BORTOLI),2020-10-26,2025-09-14T07:21:10.580Z,149,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50785599220144047000&selOrigem=TRF&chkMostrarBaixados=1
50799991120234047000,5079999-11.2023.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2025-07-07,2025-10-14T13:29:46.135Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50799991120234047000&selOrigem=TRF&chkMostrarBaixados=1
50807259720144047000,5080725-97.2014.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2015-02-19,2021-07-23T10:47:44.574000Z,53,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50807259720144047000&selOrigem=TRF&chkMostrarBaixados=1
50811187520214047000,5081118-75.2021.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2024-11-12,2025-11-14T11:18:12.209Z,70,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50811187520214047000&selOrigem=TRF&chkMostrarBaixados=1
50815710220234047000,5081571-02.2023.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2026-03-26,2026-05-08T03:35:32.685000Z,10,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50815710220234047000&selOrigem=TRF&chkMostrarBaixados=1
50816750920144047000,5081675-09.2014.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-07-19,2021-07-15T15:46:45.262000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50816750920144047000&selOrigem=TRF&chkMostrarBaixados=1
50831230220234047000,5083123-02.2023.4.04.7000,417,Apelação Criminal,GAB 73 Des Federal LUIZ CARLOS CANALLI,2026-04-27,2026-08-02T06:51:07.070000Z,41,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50831230220234047000&selOrigem=TRF&chkMostrarBaixados=1
50832582920144047000,5083258-29.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2015-11-18,2025-04-24T19:13:37.457Z,244,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50832582920144047000&selOrigem=TRF&chkMostrarBaixados=1
50833518920144047000,5083351-89.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,Vice-Presidência,2016-04-06,2024-08-30T02:04:14.714Z,344,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50833518920144047000&selOrigem=TRF&chkMostrarBaixados=1
50833605120144047000,5083360-51.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2016-03-31,2024-09-19T17:30:15.759Z,193,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50833605120144047000&selOrigem=TRF&chkMostrarBaixados=1
